Timestamp,Age ,Gender  ,Marital_Status,Type_of_Family,Family_Size,Education_Level,Occupation,Family_Annual_Income,"Number_of_earning _members_in_the_family
(Including you)",With_whom_you_usually_spend_your_most_of_the_Leisure_time_with,What_are_reasons_for_the_same,TRAVEL,JOB_STUDY,HOUSEWORK,CALLING,CareOfHealth,MEALS,SOCIALMEDIA,SLEEP,ENTERTAINMENT,LEISURETIME,activities_in_a_regular_day,What_do_you_prefer_to_do_in_your_freetime,Your_Attitude_Toward_Life,Mental_Stability,Time_management,Passion_for_Living,Difficult_Interactions,Healthy_Life,Fullfill_your_enjoyments,Daily_Struggle,Social_Neighbourhood,Weekend_satisfaction,Promptness,Transport_facilities,Environment_in_your_Locality/Area,Unorthodox_family,Sufficient_Resources,Fulfilment_of_desires,High_Expectations_towards_life,Work/Study_Environment,Have_you_ever_considered_making_improvements_to_your_daily_routine,"Then_why_do_you_want_OR_don't_you_want_to_improve_your_daily_routine
(SHORT ANSWER)"
23-09-2023 14:20,40,Male,Married,Joint,5,Post Graduate,Private Sector,above 15 lakh,2,Family,"Refresh Mood, Quality Time (for some enjoyment), Moral Support (encouragement that you give to somebody who is nervous or worried)",0,8,1,1,1,1,2,8,2,1,"Use Mobile, Reading Newspaper, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Reading Books, Job / Work, Personal Hygiene, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Going for Walk (Friends, Family, etc), Family Time","Hangout with friends, Reading Books, Playing Outdoor games, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Swimming",5,5,4,5,1,5,4,2,5,5,3,3,5,5,5,5,5,5,Yes,To become more physically active and maintain good metal and phyaical health.
23-09-2023 16:08,49,Male,Married,Nuclear,3,Post Graduate,Public Sector(Government sector),above 15 lakh,1,Family,Likes to spend time with the family,3,8,1,2,0,1.5,3,8,0.5,0.5,"Use Mobile, Travel, Reading Newspaper, Job / Work, Grocery Shopping, Personal Hygiene, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Review Goals, Going for Walk (Friends, Family, etc), Family Time","Hangout with friends, Reading Books, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Long Drive, Just Relaxing (Resting), Shopping, Volunteering, Climbing mountain",5,5,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,No,"Imrovement in daily routine will lead to satisfication in my life ,  happieness in my family and others as well"
23-09-2023 21:50,18,Female,Single,Joint,6,HSC,Student,0-3 lakh,1,Family,Self motivation,4,2,2,0.5,1,1,3,7,2,1,"Travel, Household Chores (Tasks such as cleaning, washing to be done regularly at home)","Social Media, Family Time, Shopping, Music",2,1,3,3,2,2,1,1,5,1,3,2,4,1,2,1,1,2,Yes,"I'm reinventing my routine to foster personal growth, embrace change, and live a more fulfilling life."
23-09-2023 21:51,20,Female,Single,Joint,6,Post Graduate,Student,0-3 lakh,1,Family,"Refresh Mood, Quality Time (for some enjoyment), Privacy (just your alone time), Self motivation",3,7,2,1,0.5,0.5,1,6,1,1,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Studying, Reading Books, Cooking, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Animal Care, Creative Activities (Writing, Crafting, Photography, etc), Family Time, Networking (Attending Social or Professional Events)","Social Media, Sleeping, Family Time, Learning new things, Hangout with friends, Reading Books, Games (Mobile or Computer games), Playing Outdoor games, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Long Drive, Chatting, Part time work, Music, Writing, Swimming, Volunteering",3,4,3,3,4,5,3,3,2,3,2,5,4,2,2,2,3,5,Yes,"I'm aspiring to redefine my daily routine, creating space for growth, learning, and a healthier lifestyle."
23-09-2023 21:52,20,Female,Single,Nuclear,6,Graduate,Student,3-6 lakh,1,Family,Refresh Mood,3,5,2,0.5,1,0.5,2,8,2,1,"Use Mobile, Travel, Reading Newspaper, Watching (T.V. /Reels/Movies), Studying, Cooking, Personal Hygiene, Shopping (Clothes, Electronics, etc), Family Time, Technolgy (Gadgets, Programming, etc)","Just Relaxing (Resting), Shopping, Social Activities, Part time work, Music, Writing, Volunteering, Pet Grooming",3,3,3,2,3,2,1,5,5,5,2,5,5,4,2,3,4,2,Yes,"Revamping my routine involves restructuring my day to strike a balance between work, wellness, and joy."
23-09-2023 22:05,23,Female,Single,Nuclear,7,Post Graduate,Student,0-3 lakh,2,Family,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment), Moral Support (encouragement that you give to somebody who is nervous or worried)",0,9,2,0,0.75,2,1,8,1,0,"Use Mobile, Spiritual Activity, Studying, Personal Hygiene, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Family Time","Social Media, Sleeping, Family Time, Hangout with friends, Just Relaxing (Resting), Chatting",5,3,4,5,4,4,3,3,2,5,4,1,1,5,5,5,5,5,Yes,To improve overall health and for soul satisfaction 
23-09-2023 22:21,23,Female,Single,Nuclear,5,Graduate,Student,3-6 lakh,1,Family,"Refresh Mood, Quality Time (for some enjoyment)",2,5,3,0,0,1,4,6,1,2,"Use Mobile, Watching (T.V. /Reels/Movies), Cooking","Social Media, Sleeping, Family Time",1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,2,1,No,I don't know I feel demotivated
23-09-2023 23:53,22,Female,Single,Nuclear,4,Post Graduate,Student,6-9 lakh,2,Alone,"Quality Time (for some enjoyment), Privacy (just your alone time)",1,5,1,1,0,1,1,10,2,2,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Studying, Personal Hygiene, Idle Time, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Power Nap, Family Time","Social Media, Sleeping, Family Time, Learning new things, Hangout with friends, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Just Relaxing (Resting), Chatting",3,2,1,2,3,2,2,2,2,2,1,2,2,3,4,2,2,4,Yes,"Want to manage my time in a better way, so i can make my day productive, and also take better care of my health."
23-09-2023 23:57,23,Female,Single,Nuclear,4,Post Graduate,Private Sector,9-12 lakh,2,Friends,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment)",2,8,1,1,1,2,1,6,1,1,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Job / Work, Cooking, Going for Walk (Friends, Family, etc), Family Time, Gardening","Learning new things, Hangout with friends, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Creative Work (Crafting, Photography, etc)",3,2,2,4,3,4,2,3,4,4,4,5,5,5,3,3,4,4,Yes,"Because the ongoing daily routine is not good for my health. For my work, I seat around 9 hours long. So to avoid the problem i want to improve the daily routine"
24-09-2023 09:07,35,Male,Married,Nuclear,4,Graduate,Private Sector,3-6 lakh,2,Friends,"Refresh Mood, Quality Time (for some enjoyment), Enjoyment",2,8,2,1,1,1,1,6,1,1,"Use Mobile, Travel, Exercise(Gym/Yoga /etc), Job / Work, Family Time","Social Media, Family Time, Learning new things, Hangout with friends, Games (Mobile or Computer games), Playing Outdoor games, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Long Drive, Just Relaxing (Resting), Music",5,5,3,5,3,5,5,3,5,5,4,3,5,3,5,5,4,4,Yes,Just to get relaxed and peaceful routine with satisfied life
24-09-2023 11:59,23,Female,Single,Nuclear,5,Post Graduate,Private Sector,6-9 lakh,2,Family,"Refresh Mood, Privacy (just your alone time)",3,9,4,0.5,0,1,0.5,5.5,1,0.5,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Spiritual Activity, Studying, Job / Work, Cooking, Personal Hygiene, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Power Nap, Family Time","Sleeping, Family Time, Learning new things, Chatting",3,3,4,2,4,4,4,4,2,4,3,4,5,2,4,3,4,4,Yes,Want to achieve few career goals 
24-09-2023 12:13,15,Male,Single,Nuclear,5,Below SSC,Student,6-9 lakh,2,Alone,Privacy (just your alone time),0.5,10,0.5,0,1,1,0,8,2.5,0.5,"Use Mobile, Travel, Exercise(Gym/Yoga /etc), Spiritual Activity, Studying","Sleeping, Learning new things, Playing Outdoor games, Personality Development, Just Relaxing (Resting), Music, Go for a walk",3,4,2,4,2,5,4,3,3,2,2,4,5,4,4,4,3,5,Yes,To achieve my goal
24-09-2023 13:26,25,Male,Single,Nuclear,4,Graduate,Private Sector,6-9 lakh,2,Family,Quality Time (for some enjoyment),2,10,2,0.5,0,1,1,8,1,0,"Use Mobile, Watching (T.V. /Reels/Movies), Job / Work, Cooking, Personal Hygiene, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Shopping (Clothes, Electronics, etc), Going for Walk (Friends, Family, etc), Volunteer Work or Community Involvement, Family Time, Gardening","Social Media, Sleeping, Family Time, Learning new things, Hangout with friends, Games (Mobile or Computer games), Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Creative Work (Crafting, Photography, etc), Just Relaxing (Resting), Shopping, Chatting, Part time work, Music",4,2,3,3,5,4,3,3,3,2,4,3,4,3,3,3,4,3,Yes," I want to improve my daily routine because it's essential for maintaining overall well-being and productivity. A well-structured routine helps me manage my time efficiently, reduce stress, and ensure I have the necessary balance between work, personal life, and self-care, leading to a more fulfilling and satisfying life."
24-09-2023 14:54,21,Female,Single,Nuclear,5,Post Graduate,Student,9-12 lakh,2,Alone,"Privacy (just your alone time), Self motivation",5,6,2,0.5,1,2,1,5,1,1,"Use Mobile, Travel, Spiritual Activity, Studying, Personal Hygiene, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Power Nap, Review Goals, Family Time, Technolgy (Gadgets, Programming, etc)","Sleeping, Learning new things, Just Relaxing (Resting)",3,3,3,3,1,3,3,3,3,3,3,3,3,2,4,3,5,3,Yes,Just for improvement 
24-09-2023 22:30,50,Female,Married,Nuclear,5,"Professional course (Diploma, ITI, etc.)",Private Sector,0-3 lakh,3,Family,Quality Time (for some enjoyment),1,7,3,1,1,1,1,7,1,1,"Use Mobile, Travel, Reading Newspaper, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Spiritual Activity, Reading Books, Job / Work, Cooking, Grocery Shopping, Personal Hygiene, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Power Nap, Review Goals, Going for Walk (Friends, Family, etc), Family Time, Networking (Attending Social or Professional Events)","Family Time, Hangout with friends, Personality Development, Just Relaxing (Resting), Music, Go for a walk",5,5,5,5,4,5,4,2,3,4,5,5,4,1,5,5,3,5,Yes,"Yes, I would like to improve my daily routine by giving more time to work upon myself."
25-09-2023 09:14,31,Male,Married,Nuclear,5,Post Graduate,Public Sector(Government sector),9-12 lakh,1,Friends,Refresh Mood,2,9,1,1,0,1.5,1,6,1,0.5,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Job / Work, Family Time","Social Media, Family Time",4,3,4,3,4,3,3,4,3,3,3,4,4,3,4,3,4,4,Yes,"Revamping my routine means incorporating habits that foster mental clarity, productivity, and overall wellness."
25-09-2023 15:19,22,Female,Single,Nuclear,4,Post Graduate,Student,3-6 lakh,1,Alone,Privacy (just your alone time),3,1,0.5,0.5,0,2,4,11,1,1,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Studying","Social Media, Sleeping",4,3,4,3,5,3,4,2,3,3,1,4,1,5,5,4,4,2,No,"my life my rules ,high on ORS"
25-09-2023 15:25,21,Male,Single,Nuclear,4,Graduate,Student,6-9 lakh,1,Friends,"Refresh Mood, Quality Time (for some enjoyment), Moral Support (encouragement that you give to somebody who is nervous or worried)",3,2,0.5,1,0.5,2,2,8,2,3,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Studying, Job / Work, Grocery Shopping, Idle Time, Power Nap, Going for Walk (Friends, Family, etc), Family Time","Learning new things, Reading Books, Playing Outdoor games, Long Drive, Swimming",3,3,2,2,3,2,4,4,2,4,1,5,5,2,4,2,4,3,No,"No,Because I can manage my time"
25-09-2023 22:41,22,Male,Single,Nuclear,5,Post Graduate,Student,6-9 lakh,2,Friends,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment)",2,5,1,1,1,2,2,8,2.5,2,"Use Mobile, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Studying, Going for Walk (Friends, Family, etc), Family Time","Social Media, Sleeping, Family Time, Hangout with friends, Social Activities, Go for a walk",4,4,3,4,2,4,4,3,3,3,3,4,3,3,4,3,4,4,Yes,Keeping up the mentality of doing better than the privious day
25-09-2023 22:52,24,Male,Single,Nuclear,5,Post Graduate,Student,0-3 lakh,2,Friends,"Refresh Mood, Quality Time (for some enjoyment), Privacy (just your alone time)",2,5,1,1,0,1,5,8,1,2,"Use Mobile, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Studying, Reading Books, Job / Work, Grocery Shopping, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Animal Care, Power Nap, Family Time, Networking (Attending Social or Professional Events), Technolgy (Gadgets, Programming, etc)","Social Media, Sleeping, Hangout with friends, Games (Mobile or Computer games), Playing Outdoor games, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Long Drive, Just Relaxing (Resting), Shopping, Social Activities, Chatting, Music",3,2,2,3,4,4,2,5,3,2,1,5,3,1,2,3,5,1,Yes,To achive something in life. 
25-09-2023 23:32,24,Female,Single,Nuclear,5,Post Graduate,Student,0-3 lakh,2,Alone,"Refresh Mood, Self motivation",1,4,2,0,1,1,2,10,2,1,"Use Mobile, Studying",Sleeping,4,4,4,4,4,3,4,3,2,1,4,2,3,3,3,3,4,5,Yes,"Refining my routine means creating space for self-care, skill development, and pursuing meaningful endeavors."
26-09-2023 01:00,23,Male,Single,Nuclear,5,Post Graduate,Private Sector,6-9 lakh,3,Family,"Refresh Mood, Quality Time (for some enjoyment)",1,8,2,2,0,1,2,6,1,2,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Spiritual Activity, Studying, Job / Work, Family Time","Social Media, Sleeping, Family Time, Learning new things, Hangout with friends, Reading Books, Playing Outdoor games, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Music",5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Yes,To make more productive myself
26-09-2023 07:52,22,Female,Single,Nuclear,4,Post Graduate,Private Sector,3-6 lakh,2,Friends,"Refresh Mood, Reduce Anxiety, Self motivation",2,2,4,0,0,2,4,8,1,3,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Job / Work, Cooking, Power Nap, Shopping (Clothes, Electronics, etc), Going for Walk (Friends, Family, etc), Creative Activities (Writing, Crafting, Photography, etc), Family Time","Social Media, Sleeping, Family Time, Hangout with friends, Games (Mobile or Computer games), Social Activities, Chatting, Music, Go for a walk",4,5,5,5,1,5,5,1,1,3,4,1,5,5,5,5,5,5,No,I'm satisfied with the comfort of my current lifestyle.
26-09-2023 09:15,24,Female,Married,Joint,12,Graduate,Student,0-3 lakh,4,Family,Self motivation,1,4,4,1,1,3,1,7,1,2,"Use Mobile, Travel, Cooking, Family Time","Learning new things, Reading Books",3,3,3,3,4,2,3,4,4,5,4,5,3,3,3,4,3,3,Yes,"Yes, because it will improve my future life"
27-09-2023 12:05,53,Female,Married,Nuclear,2,Graduate,Housewife/House Husband,3-6 lakh,1,Family,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment), Moral Support (encouragement that you give to somebody who is nervous or worried), Self motivation",0,0,8,2,2,2,2,2,2,2,"Use Mobile, Watching (T.V. /Reels/Movies), Spiritual Activity, Cooking, Grocery Shopping, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Power Nap","Social Media, Sleeping, Hangout with friends, Games (Mobile or Computer games)",3,4,4,3,1,4,3,3,3,3,4,2,4,2,3,3,3,4,Yes,Because I dont want to live a dull life.
03-10-2023 21:30,47,Female,Married,Joint,5,Graduate,Public Sector(Government sector),above 15 lakh,2,Family,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment)",3,8,1,1,0,1,1,7,1,1,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Job / Work, Cooking, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Family Time","Social Media, Sleeping, Family Time, Long Drive, Just Relaxing (Resting), Shopping, Go for a walk",3,3,4,3,1,4,2,3,2,2,4,4,2,2,3,2,3,2,Yes,To improve quality of life and to get mental peace
03-10-2023 23:59,31,Female,Married,Nuclear,3,Post Graduate,Housewife/House Husband,3-6 lakh,1,Family,Self motivation,0,0,10,0,0,2,3,7,1,3,Use Mobile,"Social Media, Family Time, Reading Books",5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,Yes,"I'm restructuring my routine to strike a balance between work, self-improvement, and embracing new experiences."
08-10-2023 10:00,53,Female,Married,Nuclear,3,Graduate,Private Sector,above 15 lakh,2,Alone,"Refresh Mood, Privacy (just your alone time)",1,8,3,3,0.5,1,0,7,2,1,"Use Mobile, Travel, Reading Newspaper, Watching (T.V. /Reels/Movies), Job / Work, Cooking, Grocery Shopping, Personal Hygiene, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Family Time","Sleeping, Family Time, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Just Relaxing (Resting)",4,4,4,4,3,4,4,4,3,3,4,4,4,4,4,4,4,4,Yes,Reduce workload.
08-10-2023 20:21,21,Male,Single,Nuclear,5,Graduate,Student,6-9 lakh,2,Alone,Self improvement ,2,6,2,1,0,2,0,7,2,0,"Use Mobile, Travel, Studying, Cooking, Grocery Shopping, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Technolgy (Gadgets, Programming, etc)","Sleeping, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content)",3,5,2,5,4,1,1,4,2,1,4,1,3,5,1,1,5,1,Yes,"I'm redesigning my routine to incorporate mindfulness, learning opportunities, and moments of introspection."
08-10-2023 22:16,20,Female,Single,Joint,6,Graduate,Student,0-3 lakh,1,Family,"Refresh Mood, Quality Time (for some enjoyment), Self motivation",3,5,1,1,0,2,1,8,2,1,"Travel, Watching (T.V. /Reels/Movies), Cooking, Personal Hygiene, Idle Time, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Shopping (Clothes, Electronics, etc), Family Time, Technolgy (Gadgets, Programming, etc)","Social Media, Family Time, Learning new things, Reading Books, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Shopping, Social Activities, Chatting, Music, Writing",2,2,3,2,2,3,2,2,3,3,2,2,2,2,3,2,2,2,No,I'm satisfied with the balance I've established.
08-10-2023 22:17,22,Female,Single,Joint,6,Post Graduate,Student,0-3 lakh,1,Family,"Refresh Mood, Quality Time (for some enjoyment), Self motivation, ",2,7,1,0,1,2,1,8,1,1,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Studying, Reading Books, Cooking, Personal Hygiene, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Animal Care, Going for Walk (Friends, Family, etc), Family Time","Social Media, Sleeping, Family Time, Hangout with friends, Reading Books, Games (Mobile or Computer games), Playing Outdoor games, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Personality Development, Creative Work (Crafting, Photography, etc), Shopping, Social Activities, Chatting, Music, Writing",4,5,4,3,3,4,4,4,4,5,5,5,4,4,4,4,5,5,Yes,"Change might disrupt my current balance.Enhancing my routine signifies carving out moments for personal development, embracing new challenges, and finding joy in everyday life."
